Estado;Município;Total domicílios;Água em pelo menos um cômodo;Água no terreno ou propriedade;Não tinham
São Paulo;Barrinha;8428;8394;34;0
São Paulo;Área 001;4101;4101;0;0
São Paulo;Área 002;4327;4293;34;0
São Paulo;Barueri;71809;70708;1030;71
São Paulo;Região Aldeia-Fazenda Militar-Votupoca;4440;4428;12;0
São Paulo;Região Alphaville-Jubran-Tamboré;5265;5241;24;0
São Paulo;Região Belval-Altos-Aldeia da Serra;7162;6923;221;17
São Paulo;Região Califórnia;5091;5041;19;31
São Paulo;Região Central do Silveira;7297;7254;43;0
São Paulo;Região Centro-Boa Vista;4969;4934;35;0
São Paulo;Região Cruz Preta;4222;4199;0;23
São Paulo;Região Engenho Novo;6011;5990;21;0
São Paulo;Região Imperial-Mutinga;8632;8632;0;0
São Paulo;Região Jardim Paulista-São Fernando;4453;4453;0;0
São Paulo;Região Norte do Silveira;5109;4891;218;0
São Paulo;Região Parque Viana;4250;4250;0;0
São Paulo;Região Sul do Silveira;4908;4470;438;0
São Paulo;Batatais;17741;17699;42;0
São Paulo;Área 001;4535;4535;0;0
São Paulo;Área 002;6461;6432;29;0
São Paulo;Área 003;6745;6731;13;0
São Paulo;Bauru;109830;108375;1225;230
São Paulo;Centro;6123;5842;282;0
São Paulo;Leste A;7502;7475;18;9
São Paulo;Leste B;4816;4816;0;0
São Paulo;Leste C;8010;7997;13;0
São Paulo;Nordeste A;7786;7757;9;20
São Paulo;Nordeste B;4415;4394;0;21
São Paulo;Noroeste A;7716;7462;234;20
São Paulo;Noroeste B;5232;5211;0;21
São Paulo;Noroeste C;8518;8162;340;16
São Paulo;Norte A;7389;7360;29;0
São Paulo;Norte B;5926;5926;0;0
São Paulo;Norte C;6353;6168;159;26
São Paulo;Oeste A;7128;7094;20;14
São Paulo;Oeste B;5086;5049;37;0
São Paulo;Sudeste A;7156;7116;31;9
São Paulo;Sudoeste;4244;4198;15;30
São Paulo;Sul;6429;6348;39;43
São Paulo;Bebedouro;23718;23718;0;0
São Paulo;Área 001;4055;4055;0;0
São Paulo;Área 002;4096;4096;0;0
São Paulo;Área 003;7912;7912;0;0
São Paulo;Área 004;7655;7655;0;0
São Paulo;Bertioga;14512;13304;630;577
São Paulo;Área 001;6878;6325;234;320
São Paulo;Área 002;7633;6979;397;257
São Paulo;Birigui;35600;35415;159;27
São Paulo;Área 001;4673;4660;4;10
São Paulo;Área 002;5871;5871;0;0
São Paulo;Área 003;4659;4529;123;7
São Paulo;Área 004;4131;4131;0;0
São Paulo;Área 005;7835;7835;0;0
São Paulo;Área 006;8432;8389;33;10
São Paulo;Boituva;14743;14492;126;125
São Paulo;Área 001;6415;6175;126;114
São Paulo;Área 002;8328;8317;0;11
São Paulo;Botucatu;41044;40435;536;73
São Paulo;Área 001;4123;4116;0;7
São Paulo;Área 002;4620;4377;227;16
São Paulo;Área 003;5355;5291;64;0
São Paulo;Área 004;5337;5179;127;30
São Paulo;Área 005;4860;4860;0;0
São Paulo;Área 006;8300;8182;108;10
São Paulo;Área 007;8449;8428;10;11
São Paulo;Bragança Paulista;44653;43669;408;576
São Paulo;Área 001;4320;3905;186;229
São Paulo;Área 002;4547;4541;6;0
São Paulo;Área 003;4860;4837;23;0
São Paulo;Área 004;4865;4842;9;14
São Paulo;Área 005;4206;4194;12;0
São Paulo;Área 006;4240;4240;0;0
São Paulo;Área 007;4399;4334;32;32
São Paulo;Área 008;5905;5896;0;9
São Paulo;Área 009;7311;6879;139;293
São Paulo;Cabreúva;11910;11771;65;74
São Paulo;Área 001;4582;4552;0;30
São Paulo;Área 002;7328;7219;65;44
São Paulo;Caçapava;24833;24015;649;170
São Paulo;Área 001;5223;5014;183;26
São Paulo;Área 002;5244;5104;140;0
São Paulo;Área 003;6043;5950;45;48
São Paulo;Área 004;8323;7947;280;96
São Paulo;Caieiras;25400;24659;657;84
São Paulo;Área 001;4535;3953;582;0
São Paulo;Área 002;5518;5466;52;0
São Paulo;Área 003;7472;7401;23;47
São Paulo;Área 004;7875;7839;0;36
São Paulo;Cajamar;19268;18854;83;331
São Paulo;Área 001;5593;5584;9;0
São Paulo;Área 002;6423;6040;74;310
São Paulo;Área 003;7252;7230;0;22
São Paulo;Campinas;348186;339567;8220;399
São Paulo;Årea Urbana de Sousas;5973;5961;12;0
São Paulo;Barão Geraldo-Real Parque-Guará;8590;8531;16;43
São Paulo;Cambuí;10951;10836;116;0
São Paulo;Centro;8781;8578;203;0
São Paulo;Eixo Campinas-Mogi Mirim-Universidades;10443;10244;176;23
São Paulo;Núcleo Urbano de Joaquim Egídio e Zona Rural Apa;1745;1733;0;13
São Paulo;Região Boa Vista-Via Norte-Santa Bárbara;8485;8193;292;0
São Paulo;Região Bonfim-Proost de Sousa;9532;9381;151;0
São Paulo;Região Bosque-Proença;15356;15316;40;0
São Paulo;Região Campo Belo-Jd Fernanda-Viracopos;8931;8803;51;77
São Paulo;Região Campo Grande-Parque Valença;9797;9043;709;45
São Paulo;Região Campos Elíseos-Ipaussurama;9354;9026;328;0
São Paulo;Região Chapadão-Vila Nova;10666;10636;30;0
São Paulo;Região Costa e Silva-Mansões de Santo Antônio;10612;10518;94;0
São Paulo;Região Dics-Cohab;9909;9815;94;0
São Paulo;Região Florence-Satélite Irís;8763;8656;86;21
São Paulo;Região Guanabara-Jd Ns Auxiliadora-Lagoa do Taquaral;11244;11179;65;0
São Paulo;Região Jardim do Lago-Itatinga;9598;9014;584;0
São Paulo;Região Jd Garcia-Jd Aurélia;8543;8334;209;0
São Paulo;Região Jd Planalto-Distrito Industrial;8409;8174;235;0
São Paulo;Região Jd Santa Lúcia-Novos Campos Elíseos;10300;9788;512;0
São Paulo;Região Mauro Marcondes-Vida Nova-Friburgo;8788;8570;218;0
São Paulo;Região Nova Aparecida;8472;8235;237;0
São Paulo;Região Nova Europa-Jambeiro;9214;9079;135;0
São Paulo;Região Ouro Verde;10476;9930;546;0
São Paulo;Região Oziel-Bandeiras;8872;8830;41;0
São Paulo;Região Parque Brasília-Flamboyant-Chácara da Barra;9114;9071;43;0
São Paulo;Região Santa Odila-Jd das Oliveiras-Carlos Lourenço;16299;15635;619;45
São Paulo;Região São Domingo-Nova América-San Diego;9566;9446;89;31
São Paulo;Região São Fernando;10525;9715;810;0
São Paulo;Região São Luiz-Itajaí-Lisa;9938;9408;500;30
São Paulo;Região São Marcos-San Martin;10710;10254;412;44
São Paulo;Região São Quirino-Primavera-Parque Taquaral;8614;8597;17;0
São Paulo;Região Vila Brandina-Gramado;8648;8581;67;0
São Paulo;Região Vila Teixeira-Pq Industrial-São Bernardo;13109;13100;0;9
São Paulo;Região Vila União-Jd Capivari;9859;9359;481;19
São Paulo;Campo Limpo Paulista;21931;21663;102;166
São Paulo;Área 001;4084;4070;8;5
São Paulo;Área 002;4257;4186;0;71
São Paulo;Área 003;6187;6113;18;56
São Paulo;Área 004;7403;7294;76;33
São Paulo;Campos do Jordão;14303;12552;1613;138
São Paulo;Área 001;6962;6296;556;110
São Paulo;Área 002;7341;6256;1057;28
São Paulo;Capão Bonito;13609;13104;261;244
São Paulo;Área 001;6354;6278;51;25
São Paulo;Área 002;7255;6826;210;219
São Paulo;Capivari;13984;13457;418;109
São Paulo;Área 001;5641;5332;216;93
São Paulo;Área 002;8343;8125;202;17
São Paulo;Caraguatatuba;31947;30545;1138;264
São Paulo;Área 001;4169;4082;56;31
São Paulo;Área 002;4288;4278;0;10
São Paulo;Área 003;5161;5143;8;11
São Paulo;Área 004;4263;4053;128;81
São Paulo;Área 005;6406;6386;20;0
São Paulo;Área 006;7660;6603;926;130
São Paulo;Carapicuíba;108617;103873;4694;49
São Paulo;Centro;8527;8459;68;0
São Paulo;Cohab;14901;14735;167;0
São Paulo;Corintinha-Vila Cretti-Vila Menck;18918;18005;913;0
São Paulo;Jardim Tonato-Angelica-Fazendinha-São Camilo-Aldeia;21073;19876;1174;24
São Paulo;Parque Jandaia-Parque Industrial-Vila Dirce-Ana Estela-Planalto;15050;14790;248;12
São Paulo;Vila Lourdes-Ariston;12547;11915;618;14
São Paulo;Vila Marcondes-Capriotti-Roseira;17600;16093;1507;0
São Paulo;Casa Branca;8361;8197;16;148
São Paulo;Área 001;4163;4158;5;0
São Paulo;Área 002;4198;4038;12;148
São Paulo;Catanduva;37285;37138;127;19
São Paulo;Área 001;5186;5186;0;0
São Paulo;Área 002;4257;4235;22;0
São Paulo;Área 003;4348;4316;32;0
São Paulo;Área 004;4586;4534;52;0
São Paulo;Área 005;4766;4766;0;0
São Paulo;Área 006;6917;6898;0;19
São Paulo;Área 007;7225;7205;20;0
São Paulo;Cerquilho;12193;11955;214;24
São Paulo;Área 001;4414;4291;100;24
São Paulo;Área 002;7779;7665;115;0
São Paulo;Cosmópolis;17779;17629;80;70
São Paulo;Área 001;4056;4007;48;0
São Paulo;Área 002;5452;5350;31;70
São Paulo;Área 003;8272;8272;0;0
São Paulo;Cotia;58970;56446;1480;1044
São Paulo;Área 001;4262;4159;103;0
São Paulo;Área 002;4668;4618;39;11
São Paulo;Área 003;5396;5364;32;0
São Paulo;Área 004;5577;5512;55;10
São Paulo;Área 005;4899;4246;653;0
São Paulo;Área 006;8274;8104;95;76
São Paulo;Área 007;5746;5636;38;71
São Paulo;Área 008;6181;5912;189;80
São Paulo;Área 009;5068;4897;69;101
São Paulo;Área 010;8900;7998;206;695
São Paulo;Cravinhos;9212;9190;12;10
São Paulo;Área 001;4221;4221;0;0
São Paulo;Área 002;4991;4969;12;10
São Paulo;Cruzeiro;23117;22922;154;40
São Paulo;Área 001;4718;4615;103;0
São Paulo;Área 002;4235;4226;0;9
São Paulo;Área 003;5745;5735;9;0
São Paulo;Área 004;8419;8346;42;31
São Paulo;Cubatão;36407;35484;550;373
São Paulo;Área 001;4201;4153;48;0
São Paulo;Área 002;11977;11703;222;52
São Paulo;Área 003;4351;4218;36;97
São Paulo;Área 004;7844;7498;171;174
São Paulo;Área 005;8034;7911;72;51
São Paulo;Descalvado;9547;9226;299;22
São Paulo;Área 001;4834;4577;258;0
São Paulo;Área 002;4712;4649;41;22
São Paulo;Diadema;117368;112817;4265;286
São Paulo;Campanário Norte;5370;5308;62;0
São Paulo;Campanário Sul;4622;4472;150;0
São Paulo;Canhema;6993;6529;464;0
São Paulo;Casa Grande Norte;5402;5372;30;0
São Paulo;Casa Grande Sul;5829;5687;142;0
São Paulo;Centro Leste;4352;4235;117;0
São Paulo;Centro Norte;4519;4519;0;0
São Paulo;Centro Oeste;5408;5397;11;0
São Paulo;Conceição Leste;4239;3816;423;0
São Paulo;Conceição Oeste;5180;4826;354;0
São Paulo;Conceição Sudoeste;4728;4709;19;0
São Paulo;Eldorado Norte;7567;7204;357;6
São Paulo;Eldorado Sul-Oeste;5171;4784;127;260
São Paulo;Inamar;6314;5866;428;20
São Paulo;Paineiras;5686;5674;12;0
São Paulo;Piraporinha;7824;7698;126;0
São Paulo;Serraria Leste;4487;4487;0;0
São Paulo;Serraria Oeste;5084;5031;53;0
São Paulo;Taboão Norte;4366;4323;43;0
São Paulo;Taboão Sul;4734;4570;164;0
São Paulo;Vila Nogueira Norte;4410;4230;180;0
São Paulo;Vila Nogueira Sul;5083;4081;1002;0
São Paulo;Dracena;14266;14206;10;49
São Paulo;Área 001;6661;6612;10;38
São Paulo;Área 002;7605;7594;0;11
São Paulo;Embu das Artes;68156;66246;1776;134
São Paulo;Ângela-Batista;4306;3887;419;0
São Paulo;Castilho-Fatima;6573;6375;189;9
São Paulo;Centro-Engenho Velho;5213;5121;79;13
São Paulo;Colégio-São Marcos;7552;7521;31;0
São Paulo;Dom José-Santo Eduardo;5119;4860;259;0
São Paulo;Eixo Br116;7161;7085;52;23
São Paulo;Independência-Casa Branca;5749;5490;246;13
São Paulo;Pinheirinho-Santa Clara;4246;4206;22;17
São Paulo;Região Oeste;4354;4274;22;58
São Paulo;Santa Emília;4677;4529;148;0
São Paulo;Santa Tereza;5778;5627;151;0
São Paulo;Vazame-Pirajussara;7429;7272;157;0
São Paulo;Embu-Guaçu;18091;17405;420;267
São Paulo;Área 001;4538;3988;399;151
São Paulo;Área 002;6699;6611;12;76
São Paulo;Área 003;6854;6806;8;40
São Paulo;Espírito Santo do Pinhal;12992;12886;97;10
São Paulo;Área 001;6308;6290;9;10
São Paulo;Área 002;6684;6596;88;0
São Paulo;Fernandópolis;21823;21715;64;44
São Paulo;Área 001;4363;4310;53;0
São Paulo;Área 002;4007;4000;0;7
São Paulo;Área 003;6442;6431;11;0
São Paulo;Área 004;7011;6974;0;36
São Paulo;Ferraz de Vasconcelos;48368;47206;915;247
São Paulo;Área 001;4197;4123;74;0
São Paulo;Área 002;5196;4855;187;154
São Paulo;Área 003;5551;5457;94;0
São Paulo;Área 004;4136;4090;20;26
São Paulo;Área 005;4771;4771;0;0
São Paulo;Área 006;4608;4337;271;0
São Paulo;Área 007;9442;9323;62;56
São Paulo;Área 008;10468;10250;207;11
São Paulo;Franca;97721;97046;667;8
São Paulo;01-Sul;4481;4481;0;0
São Paulo;02-Sul;4126;4126;0;0
São Paulo;03-Sudeste;4517;4493;24;0
São Paulo;04-Centro Sul;4894;4876;18;0
São Paulo;05-Centro Leste;4500;4500;0;0
São Paulo;06-Leste;5194;4900;294;0
São Paulo;07-Leste Brasilândia;4162;4162;0;0
São Paulo;08-Centro Leste São José;4159;3969;190;0
São Paulo;09-Nordeste;4673;4614;59;0
São Paulo;10-Leste Aparecida;4629;4629;0;0
São Paulo;11-Norte;5375;5347;28;0
São Paulo;12-Norte Leporace;4572;4572;0;0
São Paulo;13-Noroeste;4009;4003;6;0
São Paulo;14-Norte Santa Terezinha;4450;4439;11;0
São Paulo;15-Centro Nordeste;4295;4295;0;0
São Paulo;16-Centro Norte;5332;5332;0;0
São Paulo;17-Oeste;4483;4469;14;0
São Paulo;18-Oeste Distrito;5089;5067;14;8
São Paulo;19-Oeste Vila Tião;5691;5681;10;0
São Paulo;20-Centro;4677;4677;0;0
São Paulo;21-Amazonas;4413;4413;0;0
São Paulo;Francisco Morato;43919;42548;794;578
São Paulo;Área 001;3921;3860;22;38
São Paulo;Área 002;12028;11770;220;38
São Paulo;Área 003;10036;9756;106;174
São Paulo;Área 004;6115;5795;103;216
São Paulo;Área 005;11819;11366;342;111
São Paulo;Franco da Rocha;36241;34140;1755;345
São Paulo;Área 001;4251;3661;341;249
São Paulo;Área 002;4534;4230;296;9
São Paulo;Área 003;4286;4099;187;0
São Paulo;Área 004;5007;4884;39;83
São Paulo;Área 005;8923;8202;721;0
São Paulo;Área 006;9239;9064;171;4
São Paulo;Garça;13492;13335;132;25
São Paulo;Área 001;6426;6278;123;25
São Paulo;Área 002;7066;7057;9;0
São Paulo;Guaíra;11987;11859;127;0
São Paulo;Área 001;5229;5204;24;0
São Paulo;Área 002;6758;6655;103;0
São Paulo;Guararapes;10001;9542;322;137
São Paulo;Área 001;4382;4102;279;0
São Paulo;Área 002;5620;5440;43;137
São Paulo;Guaratinguetá;34183;33343;497;344
São Paulo;Área 001;4840;4532;49;259
São Paulo;Área 002;10111;9854;234;22
São Paulo;Área 003;9320;9206;103;11
São Paulo;Área 004;9912;9751;110;51
São Paulo;Guariba;10622;10536;37;50
São Paulo;Área 001;4101;4061;3;37
São Paulo;Área 002;6521;6475;34;12
São Paulo;Guarujá;84932;82397;1458;1078
São Paulo;Área 001;5440;5232;208;0
São Paulo;Área 002;5671;5356;315;0
São Paulo;Área 003;4733;4126;176;430
São Paulo;Área 004;6195;6079;71;45
São Paulo;Área 005;6165;5875;115;175
São Paulo;Área 006;5083;4994;48;41
São Paulo;Área 007;8432;8191;110;132
São Paulo;Área 008;5465;5452;13;0
São Paulo;Área 009;4262;4191;15;56
São Paulo;Área 010;7403;7386;17;0
São Paulo;Área 011;4826;4799;27;0
São Paulo;Área 012;5233;5207;26;0
São Paulo;Área 013;4277;3855;300;122
São Paulo;Área 014;5882;5821;8;53
São Paulo;Área 015;5866;5833;9;24
São Paulo;Guarulhos;360515;347958;10524;2033
São Paulo;Água Chata;15969;14904;1013;51
São Paulo;Área de Proteção Ambiental I;8251;7868;318;66
São Paulo;Área de Proteção Ambiental II;8519;7956;193;370
São Paulo;Bananal;12884;12460;139;285
São Paulo;Bela Vista;8533;8418;115;0
São Paulo;Bom Clima;8881;8595;267;19
São Paulo;Bonsucesso;10001;9446;372;183
São Paulo;Cecap;9715;9429;260;26
São Paulo;Centro Expandido;15357;15099;239;20
São Paulo;Cid. Jd. Cumbica;10617;10362;230;24
São Paulo;Cidade Seródio;10287;9876;290;121
São Paulo;Ciscumbica;8788;8637;121;30
São Paulo;Cocaia;12160;11934;183;43
São Paulo;Continental;12713;12056;636;21
São Paulo;Cumbica;13875;13510;272;93
São Paulo;Gopouva;13383;13066;317;0
São Paulo;Itaim;9085;8926;57;102
São Paulo;Morros;12639;11853;768;18
São Paulo;Picanço;12386;12165;221;0
São Paulo;Pimentas I;13767;13136;561;70
São Paulo;Pimentas II;16320;15760;440;120
São Paulo;Ponte Alta;9589;8103;1379;107
São Paulo;Ponte Grande Itapegica;12450;12226;201;24
São Paulo;Pres. Dutra;16902;16070;669;163
São Paulo;São João;14100;13948;113;38
São Paulo;Taboão;16732;16370;339;23
São Paulo;Vila Augusta;12615;12304;311;0
São Paulo;Vila Barros;10615;10287;328;0
São Paulo;Vila Galvão;14734;14581;153;0
São Paulo;Vila Rio;8647;8612;20;16
São Paulo;Hortolândia;55371;53851;1431;89
São Paulo;Área 001;5203;5203;0;0
São Paulo;Área 002;4196;4144;25;27
São Paulo;Área 003;4630;4266;364;0
São Paulo;Área 004;8857;8307;519;31
São Paulo;Área 005;5954;5917;37;0
São Paulo;Área 006;6987;6806;160;21
São Paulo;Área 007;6951;6930;12;9
São Paulo;Área 008;5721;5721;0;0
São Paulo;Área 009;6872;6558;314;0
São Paulo;Ibitinga;16825;16040;767;18
São Paulo;Área 001;7500;6743;749;8
São Paulo;Área 002;9325;9297;18;10
São Paulo;Ibiúna;21413;19185;644;1584
São Paulo;Área 001;5608;4853;23;731
São Paulo;Área 002;7137;5887;583;667
São Paulo;Área 003;8668;8445;37;186
São Paulo;Indaiatuba;61333;60420;794;119
São Paulo;Outras Zonas;40327;39425;782;119
São Paulo;Zona Sul Direita;5539;5528;11;0
São Paulo;Zona Sul Esquerda;15467;15467;0;0
São Paulo;Itanhaém;28228;27368;243;616
São Paulo;Área 001;4136;3979;0;157
São Paulo;Área 002;4476;4476;0;0
São Paulo;Área 003;4222;4207;15;0
São Paulo;Área 004;6896;6346;180;370
São Paulo;Área 005;8499;8361;49;90
São Paulo;Itapecerica da Serra;42745;41375;807;563
São Paulo;Área 001;4170;4047;14;109
São Paulo;Área 002;4258;4071;174;12
São Paulo;Área 003;5095;5035;0;60
São Paulo;Área 004;5679;5403;43;233
São Paulo;Área 005;6279;6232;36;12
São Paulo;Área 006;8412;8345;36;31
São Paulo;Área 007;8852;8242;504;106
São Paulo;Itapetininga;42258;41445;195;618
São Paulo;Área 001;4157;4157;0;0
São Paulo;Área 002;9344;9272;32;39
São Paulo;Área 003;4894;4280;81;533
São Paulo;Área 004;4448;4436;12;0
São Paulo;Área 005;5224;5176;36;12
São Paulo;Área 006;6286;6255;11;20
São Paulo;Área 007;7905;7868;22;14
São Paulo;Itapeva;26605;25549;723;334
São Paulo;Área 001;4168;3780;298;91
São Paulo;Área 002;4047;4027;20;0
São Paulo;Área 003;4034;3948;60;26
São Paulo;Área 004;6626;6222;206;198
São Paulo;Área 005;7729;7572;139;19
São Paulo;Itapevi;57598;55457;1269;872
São Paulo;Centro;4566;4536;22;8
São Paulo;Cohab I;4131;4110;21;0
São Paulo;Cohab II;4262;4001;241;20
São Paulo;Jd Amador Bueno;4290;3995;40;255
São Paulo;Jd Bela Vista;4502;4167;305;30
São Paulo;Jd Maria Cecília;4106;4020;37;48
São Paulo;Jd Marina;4654;4333;65;257
São Paulo;Jd Nova Itapevi;4577;4346;100;131
São Paulo;Jd Portela;4289;4269;9;11
São Paulo;Jd Rosemary;4583;4558;11;14
São Paulo;Jd Santa Rita;4245;4198;15;32
São Paulo;Jd Vitápolis;4254;4218;0;36
São Paulo;Pq. Suburbano;5139;4706;403;29
São Paulo;Itapira;21189;21061;93;35
São Paulo;Área 001;5161;5089;52;20
São Paulo;Área 002;5779;5753;12;15
São Paulo;Área 003;10249;10220;29;0
São Paulo;Itápolis;13192;13172;10;10
São Paulo;Área 001;6211;6201;0;10
São Paulo;Área 002;6981;6971;10;0
São Paulo;Itaquaquecetuba;89680;87022;1701;957
São Paulo;Aracaré;7450;7351;57;42
São Paulo;Campo Limpo I;6040;5947;51;42
São Paulo;Campo Limpo II;6436;6345;13;78
São Paulo;Centro;7135;7105;30;0
São Paulo;Chácara Cuiabá;5969;5957;0;12
São Paulo;Cidade Kemel;4425;4357;32;36
São Paulo;Corredor I;4977;4592;318;67
São Paulo;Corredor II;4939;4803;11;125
São Paulo;Mandi;6103;5905;113;85
São Paulo;Monte Belo;6722;6722;0;0
São Paulo;Morro Branco;4797;4592;205;0
São Paulo;Perobal;4687;4509;136;42
São Paulo;Pium;4440;4244;36;160
São Paulo;Rio Abaixo;6819;6584;51;184
São Paulo;Tipóia;4511;4347;164;0
São Paulo;Una;4230;3661;484;85
São Paulo;Itararé;15162;14943;157;62
São Paulo;Área 001;7558;7489;60;9
São Paulo;Área 002;7604;7454;97;53
São Paulo;Itariri;4596;4273;189;135
São Paulo;Distrito 05 de Itariri;2430;2264;90;76
São Paulo;Distrito 10 de Itariri;2166;2009;98;59
São Paulo;Itatiba;31124;30372;304;448
São Paulo;Área 001;4036;4029;7;0
São Paulo;Área 002;4841;4650;118;72
São Paulo;Área 003;4255;4255;0;0
São Paulo;Área 004;8917;8908;9;0
São Paulo;Área 005;9075;8530;168;376
São Paulo;Itu;46477;45922;414;141
São Paulo;Área 001;6327;6208;111;7
São Paulo;Área 002;4249;4249;0;0
São Paulo;Área 003;4358;4343;15;0
São Paulo;Área 004;5433;5418;15;0
São Paulo;Área 005;6603;6603;0;0
São Paulo;Área 006;6162;6120;33;8
São Paulo;Área 007;13345;12980;239;125
São Paulo;Itupeva;13300;11949;1236;116
São Paulo;Área 001;5024;4259;765;0
São Paulo;Área 002;8276;7690;471;116
São Paulo;Ituverava;12596;12422;174;0
São Paulo;Área 001;5664;5664;0;0
São Paulo;Área 002;6932;6758;174;0
São Paulo;Jaboticabal;22661;22576;78;7
São Paulo;Área 001;4250;4223;20;7
São Paulo;Área 002;9069;9069;0;0
São Paulo;Área 003;9342;9284;58;0
São Paulo;Jacareí;64215;63363;530;322
São Paulo;Central;8917;8736;181;0
São Paulo;Leste 1;10581;10448;93;40
São Paulo;Leste 2;6488;6395;49;43
São Paulo;Norte;6890;6818;48;24
São Paulo;Oeste 1;11855;11790;54;11
São Paulo;Oeste 2;7272;7090;10;172
São Paulo;Sul 1;6583;6583;0;0
São Paulo;Sul 2;5629;5503;94;32
São Paulo;Jaguariúna;13539;12900;611;28
São Paulo;Área 001;5559;5396;163;0
São Paulo;Área 002;7980;7504;448;28
São Paulo;Jales;16278;15875;381;21
São Paulo;Área 001;7620;7589;20;11
São Paulo;Área 002;8658;8286;361;11
São Paulo;Jandira;32527;29135;3343;49
São Paulo;Área 001;4618;4519;64;35
São Paulo;Área 002;4585;4040;545;0
São Paulo;Área 003;4566;4082;484;0
São Paulo;Área 004;8767;7602;1165;0
São Paulo;Área 005;9991;8893;1085;14
São Paulo;Jardinópolis;11130;11003;127;0
São Paulo;Área 001;4196;4129;67;0
São Paulo;Área 002;6934;6874;60;0
São Paulo;Jaú;40920;40531;380;9
São Paulo;Área 001;4179;4085;94;0
São Paulo;Área 002;4192;4192;0;0
São Paulo;Área 003;4725;4645;80;0
São Paulo;Área 004;4389;4389;0;0
São Paulo;Área 005;5630;5630;0;0
São Paulo;Área 006;7839;7788;42;9
São Paulo;Área 007;9966;9801;164;0
São Paulo;José Bonifácio;10325;10005;306;14
São Paulo;Área 001;4413;4277;136;0
São Paulo;Área 002;5912;5728;171;14
São Paulo;Jundiaí;118265;115290;1978;997
São Paulo;Agapeama;4696;4574;122;0
São Paulo;Bom Jardim-Roseira;5109;4631;90;388
São Paulo;Caxambu-Jundiai-Mirim;4368;4264;23;81
São Paulo;Cecap-Parque Centenário;4800;4800;0;0
São Paulo;Centro;4421;4421;0;0
São Paulo;Chácara Urbana-Retiro;4223;4223;0;0
São Paulo;Colônia-Ivoturucaia;4280;3863;271;145
São Paulo;Eloy Chaves-Medeiros;6786;6730;56;0
São Paulo;Engordadouro-Torres de São José;4933;4602;331;0
São Paulo;Jardim do Lago;4667;4250;417;0
São Paulo;Jardim Novo Horizonte;7589;7515;21;54
São Paulo;Jardim Pacaembu-Ponte São João;5777;5690;87;0
São Paulo;Jardim São Camilo-Jardim Tarumã;4983;4951;21;12
São Paulo;Jardim Tamoio-Vila Nambi;6379;6379;0;0
São Paulo;Malota-Anhangabau;4562;4522;40;0
São Paulo;Serra do Japi-Santa Gertrudes;4593;4326;56;211
São Paulo;Tulipas-Bairro do Poste;4334;4257;23;55
São Paulo;Vianelo;4541;4427;114;0
São Paulo;Vila Alvorada;4542;4542;0;0
São Paulo;Vila Arens-Vila Progresso;4398;4269;129;0
São Paulo;Vila Hortolândia;4409;4248;161;0
São Paulo;Vila Maringá;4973;4964;0;8
São Paulo;Vila Rami-Jardim Bonfiglioli;4942;4925;17;0
São Paulo;Vila Rio Branco-Marco Leite;3961;3918;0;43
São Paulo;Leme;27920;27797;76;46
São Paulo;Área 001;4223;4223;0;0
São Paulo;Área 002;4087;4075;0;12
São Paulo;Área 003;4263;4263;0;0
São Paulo;Área 004;7370;7370;0;0
São Paulo;Área 005;7977;7867;76;34
São Paulo;Lençóis Paulista;18162;17904;248;10
São Paulo;Área 001;4267;4255;11;0
São Paulo;Área 002;5042;4819;213;10
São Paulo;Área 003;8853;8830;23;0
São Paulo;Limeira;84414;82662;1242;509
São Paulo;Belinha Ometto;12481;12360;113;8
São Paulo;Centro;10109;10087;22;0
São Paulo;Ernesto Kuhl;18545;18185;276;85
São Paulo;Graminha;13284;13148;85;51
São Paulo;Hipolito;19076;18111;708;257
São Paulo;Roland;10919;10771;38;109
São Paulo;Lins;22853;22779;8;66
São Paulo;Área 001;6690;6678;0;12
São Paulo;Área 002;7466;7451;0;15
São Paulo;Área 003;8697;8651;8;39
São Paulo;Lorena;25072;24746;117;208
São Paulo;Área 001;4212;4024;54;134
São Paulo;Área 002;4506;4455;0;51
São Paulo;Área 003;6700;6664;24;12
São Paulo;Área 004;9654;9604;39;11
São Paulo;Louveira;11040;10307;394;339
São Paulo;Área 001;6601;5890;388;323
São Paulo;Área 002;4439;4418;6;16
São Paulo;Mairinque;12923;12033;438;451
São Paulo;Área 001;5055;4853;144;58
São Paulo;Área 002;7868;7181;294;393
São Paulo;Mairiporã;23153;21137;630;1385
São Paulo;Área 001;4701;4262;209;230
São Paulo;Área 002;8624;8100;201;324
São Paulo;Área 003;9828;8776;220;832
São Paulo;Marília;68711;68101;564;46
São Paulo;Central;6633;6633;0;0
São Paulo;Centro-Norte;6412;6403;9;0
São Paulo;Centro-Sul;5510;5399;110;0
São Paulo;Extremo-Sul;6573;6573;0;0
São Paulo;Leste;10487;10411;65;11
São Paulo;Meio-Norte;4381;4381;0;0
São Paulo;Norte-1;8186;8131;32;23
São Paulo;Norte-2;6554;6511;43;0
São Paulo;Oeste;8869;8835;22;12
São Paulo;Sul;5106;4823;283;0
São Paulo;Matão;23710;23607;98;5
São Paulo;Área 001;4030;4002;22;5
São Paulo;Área 002;4984;4984;0;0
São Paulo;Área 003;6973;6973;0;0
São Paulo;Área 004;7723;7647;76;0
São Paulo;Mauá;125369;121199;4039;131
