Estado;Município;Total domicílios;Água em pelo menos um cômodo;Água no terreno ou propriedade;Não tinham
Minas Gerais;Lourdes;4249;4130;95;24
Minas Gerais;Major Prates;4152;4009;88;55
Minas Gerais;Maracanã;4122;4016;64;42
Minas Gerais;Rural + Distritos;7244;6278;566;400
Minas Gerais;Santa Rita;4585;4504;71;10
Minas Gerais;Santos Reis;4505;4241;251;12
Minas Gerais;São João;4502;4447;55;0
Minas Gerais;São José;4224;4181;43;0
Minas Gerais;São Judas Tadeu;4959;4802;157;0
Minas Gerais;Todos Os Santos;4262;4200;62;0
Minas Gerais;Vera Cruz;4403;4301;32;70
Minas Gerais;Muriaé;32792;32250;476;65
Minas Gerais;Área 001;4257;4257;0;0
Minas Gerais;Área 002;4297;4034;258;5
Minas Gerais;Área 003;6284;6265;19;0
Minas Gerais;Área 004;8697;8554;131;12
Minas Gerais;Área 005;9257;9140;68;49
Minas Gerais;Mutum;8495;8242;126;128
Minas Gerais;Área 001;4094;4012;32;50
Minas Gerais;Área 002;4401;4230;93;78
Minas Gerais;Nanuque;12889;12293;397;200
Minas Gerais;Área 001;6307;6103;166;38
Minas Gerais;Área 002;6582;6190;231;161
Minas Gerais;Nova Lima;24187;23728;433;26
Minas Gerais;Área 001;4168;3907;247;13
Minas Gerais;Área 002;4403;4403;0;0
Minas Gerais;Área 003;7949;7833;116;0
Minas Gerais;Área 004;7667;7584;70;13
Minas Gerais;Nova Serrana;21888;21616;201;71
Minas Gerais;Área 001;3999;3951;18;30
Minas Gerais;Área 002;4380;4357;0;23
Minas Gerais;Área 003;5354;5329;18;7
Minas Gerais;Área 004;8155;7979;165;10
Minas Gerais;Oliveira;12017;11945;27;45
Minas Gerais;Área 001;5700;5692;8;0
Minas Gerais;Área 002;6317;6253;19;45
Minas Gerais;Ouro Branco;10385;10215;83;86
Minas Gerais;Área 001;4287;4260;12;16
Minas Gerais;Área 002;6098;5956;71;71
Minas Gerais;Ouro Fino;10413;10309;46;58
Minas Gerais;Área 001;4352;4306;46;0
Minas Gerais;Área 002;6061;6003;0;58
Minas Gerais;Ouro Preto;20331;20040;116;175
Minas Gerais;Área 001;9884;9763;64;58
Minas Gerais;Área 002;10447;10278;53;116
Minas Gerais;Pará de Minas;25485;24956;510;19
Minas Gerais;Área 001;4699;4664;35;0
Minas Gerais;Área 002;5280;4966;314;0
Minas Gerais;Área 003;7345;7300;45;0
Minas Gerais;Área 004;8161;8026;116;19
Minas Gerais;Paracatu;23768;22791;501;477
Minas Gerais;Área 001;4872;4382;161;329
Minas Gerais;Área 002;4321;4207;89;26
Minas Gerais;Área 003;6508;6253;183;72
Minas Gerais;Área 004;8067;7949;69;49
Minas Gerais;Passos;33250;32791;429;31
Minas Gerais;Área 001;4559;4419;140;0
Minas Gerais;Área 002;4508;4302;206;0
Minas Gerais;Área 003;4551;4543;8;0
Minas Gerais;Área 004;4092;4077;15;0
Minas Gerais;Área 005;6859;6829;10;20
Minas Gerais;Área 006;8681;8620;50;11
Minas Gerais;Patos de Minas;45588;45180;267;142
Minas Gerais;Área 001;5166;5157;0;10
Minas Gerais;Área 002;4089;4056;11;22
Minas Gerais;Área 003;4225;4117;108;0
Minas Gerais;Área 004;4411;4256;85;70
Minas Gerais;Área 005;4164;4137;20;7
Minas Gerais;Área 006;4624;4624;0;0
Minas Gerais;Área 007;4790;4764;0;26
Minas Gerais;Área 008;5392;5383;0;8
Minas Gerais;Área 009;8729;8686;43;0
Minas Gerais;Patrocínio;25374;24910;359;104
Minas Gerais;Área 001;4387;4244;48;95
Minas Gerais;Área 002;4646;4595;51;0
Minas Gerais;Área 003;7791;7635;147;9
Minas Gerais;Área 004;8549;8435;114;0
Minas Gerais;Pedro Leopoldo;17501;17386;77;37
Minas Gerais;Área 001;4397;4376;11;10
Minas Gerais;Área 002;5800;5756;37;7
Minas Gerais;Área 003;7304;7253;30;21
Minas Gerais;Pirapora;15067;14762;146;159
Minas Gerais;Área 001;7080;6869;72;140
Minas Gerais;Área 002;7987;7893;75;19
Minas Gerais;Piumhi;10638;10560;44;35
Minas Gerais;Área 001;4019;4019;0;0
Minas Gerais;Área 002;6619;6541;44;35
Minas Gerais;Poços de Caldas;50456;49780;554;122
Minas Gerais;Área 001;4216;4205;0;11
Minas Gerais;Área 002;4281;4268;13;0
Minas Gerais;Área 003;4323;4313;0;10
Minas Gerais;Área 004;3984;3984;0;0
Minas Gerais;Área 005;6812;6675;127;9
Minas Gerais;Área 006;4181;3889;243;49
Minas Gerais;Área 007;4778;4757;0;21
Minas Gerais;Área 008;7113;7104;0;9
Minas Gerais;Área 009;10767;10583;172;12
Minas Gerais;Ponte Nova;17638;17456;76;105
Minas Gerais;Área 001;4109;4026;7;76
Minas Gerais;Área 002;6771;6690;59;22
Minas Gerais;Área 003;6758;6740;9;8
Minas Gerais;Porteirinha;10981;8283;1790;908
Minas Gerais;Área 001;3983;2668;828;487
Minas Gerais;Área 002;6998;5615;962;421
Minas Gerais;Pouso Alegre;40422;40112;150;161
Minas Gerais;Área 001;4104;4048;33;23
Minas Gerais;Área 002;4150;4150;0;0
Minas Gerais;Área 003;3911;3904;7;0
Minas Gerais;Área 004;11254;11243;0;11
Minas Gerais;Área 005;7170;6988;96;87
Minas Gerais;Área 006;9834;9779;14;40
Minas Gerais;Ribeirão das Neves;85171;80459;3279;1433
Minas Gerais;Areias-Menezes;5049;4657;327;65
Minas Gerais;Atalaia-Vila Fluminense;4074;3865;169;40
Minas Gerais;Centro Justi-Jardim S Judas Tadeu;4200;4047;120;33
Minas Gerais;Centro-Savassi;4070;3680;378;12
Minas Gerais;Florença;4611;4512;71;28
Minas Gerais;Fortaleza-Luar da Pampulha;4424;4390;26;8
Minas Gerais;Girassol-Esperança;4025;3417;551;58
Minas Gerais;Jardim Colonial-Vale das Acácias;4132;3757;72;303
Minas Gerais;Jardim de Alá-São Joao de Deus;4220;3708;505;7
Minas Gerais;Liberdade-Belvedere;4342;3860;27;455
Minas Gerais;Maria Helena;3987;3950;29;8
Minas Gerais;Pedra Branca-Landi;4245;4137;108;0
Minas Gerais;Porto Seguro-Santa Martinha;4294;4001;61;231
Minas Gerais;Rosaneves-Sevilha B;4104;4030;34;40
Minas Gerais;San Genaro-Fazenda Castro;4074;3981;42;51
Minas Gerais;Santinho-Bom Sossego;4153;3840;279;34
Minas Gerais;São Jose-Santa Fé;4295;4202;93;0
Minas Gerais;Veneza;4177;4127;28;22
Minas Gerais;Vila Bispo de Maura-Soares;4454;4340;94;20
Minas Gerais;Vila Braunas-Centro Justi;4241;3956;266;19
Minas Gerais;Sabará;36459;35441;640;378
Minas Gerais;Área 001;4944;4905;39;0
Minas Gerais;Área 002;4838;4735;103;0
Minas Gerais;Área 003;5527;5301;135;91
Minas Gerais;Área 004;5237;5214;10;13
Minas Gerais;Área 005;7894;7620;211;63
Minas Gerais;Área 006;8019;7665;143;210
Minas Gerais;Salinas;11751;10669;596;487
Minas Gerais;Área 001;4026;3922;93;10
Minas Gerais;Área 002;7725;6746;503;476
Minas Gerais;Santa Luzia;58313;55855;2090;368
Minas Gerais;1-A;5454;5193;49;213
Minas Gerais;2-A;6616;6536;69;11
Minas Gerais;2-B;5128;4874;241;13
Minas Gerais;2-C;4541;4086;444;11
Minas Gerais;3-A;4130;3869;261;0
Minas Gerais;3-B;6095;5994;101;0
Minas Gerais;3-C;4501;4380;121;0
Minas Gerais;3-D;4659;4174;485;0
Minas Gerais;3-E;5008;4743;237;28
Minas Gerais;3-F;4123;4061;20;41
Minas Gerais;3-G;4097;4048;22;28
Minas Gerais;3-H;3961;3898;40;23
Minas Gerais;Santa Rita do Sapucaí;11237;11149;45;44
Minas Gerais;Área 001;4710;4694;10;6
Minas Gerais;Área 002;6527;6455;35;37
Minas Gerais;Santo Antônio do Monte;8365;8310;14;41
Minas Gerais;Área 001;4183;4155;0;28
Minas Gerais;Área 002;4182;4155;14;14
Minas Gerais;Santos Dumont;14680;14259;374;46
Minas Gerais;Área 001;6899;6727;172;0
Minas Gerais;Área 002;7781;7533;202;46
Minas Gerais;São Francisco;13495;11091;1259;1145
Minas Gerais;Área 001;6265;4962;548;756
Minas Gerais;Área 002;7230;6129;711;389
Minas Gerais;São Gotardo;9997;9713;86;198
Minas Gerais;Área 001;4145;3890;65;190
Minas Gerais;Área 002;5852;5823;21;8
Minas Gerais;São João del Rei;27332;26964;289;79
Minas Gerais;Área 001;4311;4286;13;12
Minas Gerais;Área 002;4545;4525;7;13
Minas Gerais;Área 003;4729;4709;9;11
Minas Gerais;Área 004;6680;6414;250;16
Minas Gerais;Área 005;7067;7029;10;28
Minas Gerais;São Lourenço;13662;13612;50;0
Minas Gerais;Área 001;6729;6702;27;0
Minas Gerais;Área 002;6933;6910;23;0
Minas Gerais;São Sebastião do Paraíso;20736;20686;50;0
Minas Gerais;Área 001;4158;4158;0;0
Minas Gerais;Área 002;8270;8253;18;0
Minas Gerais;Área 003;8308;8276;32;0
Minas Gerais;Sete Lagoas;63113;61514;1321;277
Minas Gerais;Área 001;4647;4570;40;36
Minas Gerais;Área 002;4371;4206;159;6
Minas Gerais;Área 003;5813;5202;451;160
Minas Gerais;Área 004;4751;4480;262;9
Minas Gerais;Área 005;4533;4499;34;0
Minas Gerais;Área 006;4694;4648;46;0
Minas Gerais;Área 007;4164;4141;23;0
Minas Gerais;Área 008;6641;6632;0;9
Minas Gerais;Área 009;4494;4457;37;0
Minas Gerais;Área 010;4434;4406;7;21
Minas Gerais;Área 011;4385;4348;26;11
Minas Gerais;Área 012;4087;4058;29;0
Minas Gerais;Área 013;6099;5866;208;25
Minas Gerais;Taiobeiras;8903;8064;458;381
Minas Gerais;Área 001;4289;3557;400;332
Minas Gerais;Área 002;4614;4507;58;49
Minas Gerais;Teófilo Otoni;40465;37428;1667;1370
Minas Gerais;Área 001;4086;3947;60;79
Minas Gerais;Área 002;11197;10908;266;23
Minas Gerais;Área 003;5050;4763;278;8
Minas Gerais;Área 004;5401;4323;486;592
Minas Gerais;Área 005;7202;6261;316;625
Minas Gerais;Área 006;7529;7224;262;43
Minas Gerais;Timóteo;24537;24006;368;163
Minas Gerais;Área 001;4993;4955;0;38
Minas Gerais;Área 002;4732;4657;31;44
Minas Gerais;Área 003;7333;7059;250;24
Minas Gerais;Área 004;7479;7336;87;57
Minas Gerais;Três Corações;21514;21283;122;109
Minas Gerais;Área 001;4114;4071;33;10
Minas Gerais;Área 002;7992;7825;68;99
Minas Gerais;Área 003;9408;9387;21;0
Minas Gerais;Três Pontas;16020;15883;75;62
Minas Gerais;Área 001;7789;7687;50;52
Minas Gerais;Área 002;8231;8196;25;10
Minas Gerais;Tupaciguara;8248;8111;96;41
Minas Gerais;Área 001;4078;4049;18;10
Minas Gerais;Área 002;4170;4062;78;30
Minas Gerais;Ubá;32189;31855;218;116
Minas Gerais;Área 001;4410;4336;32;42
Minas Gerais;Área 002;4772;4743;29;0
Minas Gerais;Área 003;5640;5557;83;0
Minas Gerais;Área 004;4331;4324;7;0
Minas Gerais;Área 005;6146;6117;11;18
Minas Gerais;Área 006;6890;6778;56;56
Minas Gerais;Uberaba;96789;95214;1351;224
Minas Gerais;Abadia;6633;6609;24;0
Minas Gerais;Alfredo Freire;5297;5290;7;0
Minas Gerais;Amoroso Costa-;8447;8235;203;10
Minas Gerais;Boa Vista;7737;7676;45;16
Minas Gerais;Centro-São Benedito;7777;7766;11;0
Minas Gerais;Costa Teles;5543;5481;49;13
Minas Gerais;Entorno;4298;4094;128;75
Minas Gerais;Estados Unidos;6884;6859;25;0
Minas Gerais;Fabrício;5967;5951;16;0
Minas Gerais;Grande Horizonte;4156;4138;18;0
Minas Gerais;Leblon-São Cristovão;5989;5979;0;10
Minas Gerais;Lourdes-2000;4944;4770;150;25
Minas Gerais;Mercês;4530;4530;0;0
Minas Gerais;Parque das Américas;6050;6015;0;35
Minas Gerais;Santa Maria-O;6411;5963;438;10
Minas Gerais;Vallim-Recreio dos Bandeirantes;6126;5860;236;30
Minas Gerais;Uberlândia;195786;193983;1347;456
Minas Gerais;Centro 1;11438;11438;0;0
Minas Gerais;Centro 2;11327;11255;72;0
Minas Gerais;Centro 3;8215;8122;93;0
Minas Gerais;Leste 1;16761;16649;87;25
Minas Gerais;Leste 2;9368;9212;134;21
Minas Gerais;Leste 3;18482;18462;20;0
Minas Gerais;Norte 1;11752;11731;21;0
Minas Gerais;Norte 2;9275;9248;0;27
Minas Gerais;Norte 3;8907;8907;0;0
Minas Gerais;Oeste 1;11203;11149;40;14
Minas Gerais;Oeste 2;9976;9976;0;0
Minas Gerais;Oeste 3;13584;13562;22;0
Minas Gerais;Oeste 4;9362;9362;0;0
Minas Gerais;Sul 1;14164;14077;63;25
Minas Gerais;Sul 2;15989;15952;37;0
Minas Gerais;Sul 3;9974;9938;36;0
Minas Gerais;Zona Rural;6009;4942;723;344
Minas Gerais;Unaí;24249;23368;334;548
Minas Gerais;Área 001;4772;4695;77;0
Minas Gerais;Área 002;4732;4682;30;20
Minas Gerais;Área 003;5137;4504;113;520
Minas Gerais;Área 004;9608;9486;114;8
Minas Gerais;Varginha;37523;36914;578;31
Minas Gerais;Área 001;4434;4412;22;0
Minas Gerais;Área 002;4345;4345;0;0
Minas Gerais;Área 003;4974;4933;33;7
Minas Gerais;Área 004;4960;4653;307;0
Minas Gerais;Área 005;6160;6148;0;12
Minas Gerais;Área 006;6376;6357;8;12
Minas Gerais;Área 007;6274;6067;207;0
Minas Gerais;Várzea da Palma;10771;9571;938;262
Minas Gerais;Área 001;4660;4207;407;46
Minas Gerais;Área 002;6111;5364;531;217
Minas Gerais;Vespasiano;29796;28852;935;9
Minas Gerais;Área 001;4148;4073;75;0
Minas Gerais;Área 002;4246;4224;12;9
Minas Gerais;Área 003;5654;5421;233;0
Minas Gerais;Área 004;7467;6960;507;0
Minas Gerais;Área 005;8281;8174;108;0
Minas Gerais;Viçosa;22743;22607;57;79
Minas Gerais;Área 001;4389;4323;28;38
Minas Gerais;Área 002;4648;4634;0;14
Minas Gerais;Área 003;6300;6265;17;18
Minas Gerais;Área 004;7406;7385;12;9
Minas Gerais;Visconde do Rio Branco;12121;11952;15;154
Minas Gerais;Área 001;5329;5243;0;86
Minas Gerais;Área 002;6792;6709;15;68
Espírito Santo;Afonso Cláudio;9830;9436;271;124
Espírito Santo;Área 001;4450;4160;187;103
Espírito Santo;Área 002;5380;5275;84;21
Espírito Santo;Alegre;9948;9861;31;56
Espírito Santo;Área 001;4738;4674;20;45
Espírito Santo;Área 002;5210;5188;11;11
Espírito Santo;Aracruz;23842;23146;390;305
Espírito Santo;Área 001;4414;4363;51;0
Espírito Santo;Área 002;4217;4187;21;8
Espírito Santo;Área 003;6207;5830;213;164
Espírito Santo;Área 004;9004;8767;104;133
Espírito Santo;Baixo Guandu;9329;9006;71;252
Espírito Santo;Área 001;4363;4363;0;0
Espírito Santo;Área 002;4966;4643;71;252
Espírito Santo;Barra de São Francisco;12827;12457;224;146
Espírito Santo;Área 001;5170;4980;107;84
Espírito Santo;Área 002;7657;7477;117;63
Espírito Santo;Cachoeiro de Itapemirim;59493;59005;128;359
Espírito Santo;Área 001;4298;4298;0;0
Espírito Santo;Área 002;12064;11960;38;66
Espírito Santo;Área 003;4496;4468;28;0
Espírito Santo;Área 004;6039;6012;10;18
Espírito Santo;Área 005;5304;5304;0;0
Espírito Santo;Área 006;5691;5682;9;0
Espírito Santo;Área 007;4418;4377;12;29
Espírito Santo;Área 008;8316;8106;23;187
Espírito Santo;Área 009;8867;8798;9;60
Espírito Santo;Cariacica;107826;103515;3849;463
Espírito Santo;Região 01-1;4422;4336;53;33
Espírito Santo;Região 01-2;8247;8056;181;10
Espírito Santo;Região 02;7734;7353;341;41
Espírito Santo;Região 03;10085;9306;746;33
Espírito Santo;Região 04-1;5610;5415;169;26
Espírito Santo;Região 04-2;11937;11539;398;0
Espírito Santo;Região 05;5430;5410;11;9
Espírito Santo;Região 06-1;5161;5122;0;39
Espírito Santo;Região 06-2;6100;6049;23;28
Espírito Santo;Região 07;9729;9141;542;46
Espírito Santo;Região 08;5915;5350;534;30
Espírito Santo;Região 09;7079;6623;422;34
Espírito Santo;Região 10;8569;8181;300;89
Espírito Santo;Região 11;5141;5037;83;20
Espírito Santo;Região 12;6667;6597;45;25
Espírito Santo;Castelo;11026;11009;0;18
Espírito Santo;Área 001;5072;5072;0;0
Espírito Santo;Área 002;5954;5937;0;18
Espírito Santo;Colatina;36153;35730;277;147
Espírito Santo;Área 001;4223;4215;0;7
Espírito Santo;Área 002;4160;4060;20;81
Espírito Santo;Área 003;4466;4450;9;8
Espírito Santo;Área 004;4834;4783;0;51
Espírito Santo;Área 005;4179;4074;105;0
Espírito Santo;Área 006;7118;7075;43;0
Espírito Santo;Área 007;7173;7073;100;0
Espírito Santo;Conceição da Barra;8505;8009;174;321
Espírito Santo;Área 001;4086;3887;28;170
Espírito Santo;Área 002;4419;4122;146;151
Espírito Santo;Domingos Martins;9760;9283;253;225
Espírito Santo;Área 001;4802;4472;217;113
Espírito Santo;Área 002;4958;4810;36;112
Espírito Santo;Guaçuí;8852;8746;74;33
Espírito Santo;Área 001;4279;4258;9;12
Espírito Santo;Área 002;4574;4488;65;21
Espírito Santo;Guarapari;33395;32433;752;210
Espírito Santo;Área 001;4716;4649;67;0
Espírito Santo;Área 002;5090;4608;447;36
Espírito Santo;Área 003;4226;4226;0;0
Espírito Santo;Área 004;5384;5373;11;0
Espírito Santo;Área 005;5505;5288;104;113
Espírito Santo;Área 006;8473;8289;123;61
Espírito Santo;Itapemirim;9389;9222;80;87
Espírito Santo;Área 001;4105;4055;38;12
Espírito Santo;Área 002;5284;5167;42;75
Espírito Santo;Iúna;8698;7974;713;11
Espírito Santo;Área 001;4125;3856;269;0
Espírito Santo;Área 002;4573;4118;444;11
Espírito Santo;Linhares;41941;41064;534;344
Espírito Santo;Área 001;4245;3992;90;164
Espírito Santo;Área 002;4403;4392;11;0
Espírito Santo;Área 003;6246;5940;225;80
Espírito Santo;Área 004;4119;4071;19;30
Espírito Santo;Área 005;6195;6105;90;0
Espírito Santo;Área 006;8043;7957;17;70
Espírito Santo;Área 007;8690;8606;84;0
Espírito Santo;Marataízes;10615;10363;108;144
Espírito Santo;Área 001;4179;3937;98;144
Espírito Santo;Área 002;6436;6426;10;0
Espírito Santo;Nova Venécia;14405;13992;313;100
Espírito Santo;Área 001;6812;6731;59;22
Espírito Santo;Área 002;7593;7261;254;78
Espírito Santo;Santa Maria de Jetibá;10136;9537;263;336
Espírito Santo;Área 001;4336;3854;241;240
Espírito Santo;Área 002;5800;5682;22;96
Espírito Santo;São Gabriel da Palha;10269;9460;685;125
Espírito Santo;Área 001;4356;4270;35;52
Espírito Santo;Área 002;5913;5190;650;73
Espírito Santo;São Mateus;32729;31016;799;914
Espírito Santo;Área 001;4330;4155;22;153
Espírito Santo;Área 002;4563;4471;66;26
Espírito Santo;Área 003;4195;4163;12;20
Espírito Santo;Área 004;5629;5358;159;113
Espírito Santo;Área 005;5226;4668;308;250
Espírito Santo;Área 006;8786;8201;233;352
Espírito Santo;Serra;124991;122903;1866;222
Espírito Santo;Castelândia 1;5808;5671;113;24
Espírito Santo;Castelândia 2;8139;8086;44;9
Espírito Santo;Novo Horizonte;4456;4435;22;0
Espírito Santo;Região Anchieta 1;7071;6934;137;0
Espírito Santo;Região Anchieta 2;7014;6929;75;9
Espírito Santo;Região Carapina 1;5692;5675;17;0
Espírito Santo;Região Carapina 2;6838;6838;0;0
Espírito Santo;Região Civit A1;4840;4612;217;11
Espírito Santo;Região Civit A2;4418;4405;13;0
Espírito Santo;Região Civit A3;6947;6757;180;9
Espírito Santo;Região Civit B;7748;7678;41;30
Espírito Santo;Região Laranjeiras 1;9155;8893;262;0
Espírito Santo;Região Laranjeiras 2;5304;5289;15;0
Espírito Santo;Região Praia I1;4753;4660;64;29
Espírito Santo;Região Praia I2;5866;5849;9;9
Espírito Santo;Região Praia II;7068;6853;205;10
Espírito Santo;Região Praia III;4640;4480;131;29
Espírito Santo;Região Serra A1;4615;4605;10;0
Espírito Santo;Região Serra A2;4246;4055;166;24
Espírito Santo;Região Serra B1;5845;5694;134;18
Espírito Santo;Região Serra B2;4527;4504;11;11
Espírito Santo;Viana;18893;18229;537;127
Espírito Santo;Área 001;4442;4048;352;42
Espírito Santo;Área 002;6764;6583;163;18
Espírito Santo;Área 003;7687;7599;21;66
Espírito Santo;Vila Velha;134417;132753;1493;172
Espírito Santo;Região 1;5383;5368;15;0
Espírito Santo;Região 1-1;11005;10839;166;0
Espírito Santo;Região 1-2;7897;7470;427;0
Espírito Santo;Região 1-3;7274;7274;0;0
Espírito Santo;Região 1-4;5805;5785;20;0
Espírito Santo;Região 1-5;4944;4920;24;0
Espírito Santo;Região 1-6;8103;8079;24;0
Espírito Santo;Região 2;5108;5108;0;0
Espírito Santo;Região 2-1;5026;4996;30;0
Espírito Santo;Região 2-2;5060;5035;25;0
Espírito Santo;Região 2-3;7417;7417;0;0
Espírito Santo;Região 3;5762;5645;117;0
Espírito Santo;Região 3-1;6045;6018;18;9
Espírito Santo;Região 3-2;5099;5052;47;0
Espírito Santo;Região 3-3;4754;4546;187;21
Espírito Santo;Região 4;7461;7353;108;0
Espírito Santo;Região 4-1;5925;5867;58;0
Espírito Santo;Região 4-2;7808;7786;12;10
Espírito Santo;Região 5;18542;18197;213;132
Espírito Santo;Vitória;108465;108011;403;52
Espírito Santo;Região 1;6619;6569;39;11
Espírito Santo;Região 2a;4866;4821;45;0
Espírito Santo;Região 2b;6765;6698;67;0
Espírito Santo;Região 3;9888;9867;11;10
Espírito Santo;Região 4a;5666;5657;0;9
Espírito Santo;Região 4b;4289;4281;8;0
Espírito Santo;Região 4c;7221;7141;79;0
Espírito Santo;Região 5a;6505;6497;8;0
Espírito Santo;Região 5b;5630;5574;56;0
Espírito Santo;Região 6a;15396;15396;0;0
Espírito Santo;Região 6b;4354;4321;33;0
Espírito Santo;Região 6c;4245;4234;11;0
Espírito Santo;Região 7;9961;9942;10;8
Espírito Santo;Região 8;17060;17011;36;13
Rio de Janeiro;Angra dos Reis;53443;51226;1765;452
Rio de Janeiro;Área 001;5380;5283;91;6
Rio de Janeiro;Área 002;15040;13743;961;336
Rio de Janeiro;Área 003;6478;6313;165;0
Rio de Janeiro;Área 004;5774;5597;145;31
Rio de Janeiro;Área 005;4505;4472;20;12
Rio de Janeiro;Área 006;7902;7647;231;24
Rio de Janeiro;Área 007;8365;8172;151;42
Rio de Janeiro;Araruama;35827;34232;330;1266
Rio de Janeiro;Área 001;4329;4001;36;292
Rio de Janeiro;Área 002;4459;4362;87;10
Rio de Janeiro;Área 003;6120;5863;17;240
Rio de Janeiro;Área 004;5910;5301;73;537
Rio de Janeiro;Área 005;6980;6774;50;156
Rio de Janeiro;Área 006;8029;7932;67;30
Rio de Janeiro;Armação dos Búzios;8986;8607;95;283
Rio de Janeiro;Área 001;4114;3897;53;164
Rio de Janeiro;Área 002;4871;4710;42;119
Rio de Janeiro;Barra do Piraí;30742;29878;208;656
Rio de Janeiro;Área 001;4226;4122;19;84
Rio de Janeiro;Área 002;4306;4074;83;148
Rio de Janeiro;Área 003;4354;4112;53;189
Rio de Janeiro;Área 004;4587;4529;26;33
Rio de Janeiro;Área 005;5781;5598;16;167
Rio de Janeiro;Área 006;7488;7442;11;35
Rio de Janeiro;Barra Mansa;56530;55858;299;373
Rio de Janeiro;Área 001;3773;3752;9;11
Rio de Janeiro;Área 002;5384;5342;42;0
Rio de Janeiro;Área 003;4408;4279;105;24
Rio de Janeiro;Área 004;4645;4632;0;13
Rio de Janeiro;Área 005;4231;4213;0;18
Rio de Janeiro;Área 006;14872;14795;31;46
Rio de Janeiro;Área 007;4246;4208;27;11
Rio de Janeiro;Área 008;7457;7388;6;62
Rio de Janeiro;Área 009;7515;7250;79;187
Rio de Janeiro;Belford Roxo;145667;130267;5391;10009
Rio de Janeiro;Areia Branca;36286;35042;1096;148
Rio de Janeiro;Jardim Redentor;28391;26877;527;988
Rio de Janeiro;Lote XV;29883;24385;1092;4406
Rio de Janeiro;Nova Aurora;28875;26232;1366;1277
Rio de Janeiro;Parque São José;22231;17732;1310;3190
Rio de Janeiro;Bom Jesus do Itabapoana;11674;11602;21;51
Rio de Janeiro;Área 001;4469;4397;21;51
Rio de Janeiro;Área 002;7205;7205;0;0
Rio de Janeiro;Cabo Frio;59418;52598;1305;5515
Rio de Janeiro;Área 001;4172;3787;113;272
Rio de Janeiro;Área 002;14067;10428;131;3508
Rio de Janeiro;Área 003;5157;4338;400;419
Rio de Janeiro;Área 004;5328;4987;180;161
Rio de Janeiro;Área 005;4356;3679;30;646
Rio de Janeiro;Área 006;6154;5729;394;31
Rio de Janeiro;Área 007;5163;5013;0;150
Rio de Janeiro;Área 008;6445;6381;11;53
Rio de Janeiro;Área 009;8576;8256;45;274
Rio de Janeiro;Cachoeiras de Macacu;17846;17035;408;403
Rio de Janeiro;Área 001;8978;8562;82;334
